Período;Região;Entidade;Localização Geográfica;Trabalho Suplementar Diurno;Trabalho Suplementar Nocturno;Trabalho em Dias de Descanso Semanal Obrigatório;Trabalho em Dias de Descanso Semanal Complementar;Trabalho em Dias Feriados;Trabalho Nocturno Normal;Trabalho Nocturno Suplementar
2014-08;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629,-9.1258493;15884.71;38661.94;24322.83;8552.0;2302.5;261330.12;50793.93
2014-08;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;136316.92;222324.4;114225.437;51472.0;20627.968;1079751.496;289818.755
2014-08;Região de Saúde LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793,-9.144249;5.0;0.0;0.0;7.0;0.0;1580.44;0.0
2014-08;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884,-8.5458794;79360.25;53760.0;25998.75;13117.5;5519.75;284648.25;71450.0
2014-08;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;16261.78;22620.26;8326.16;3976.26;2284.31;211584.99;29664.41
2014-08;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;11246.83;36479.67;14738.0;4628.41;2833.33;312887.53;48964.25
2014-08;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve;37.0272496,-7.9489909;37230.81;21485.94;30726.45;17693.18;4417.7;39343.75;32692.5
2014-08;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve;37.0238973,-7.9281554;60849.62;102465.54;65041.88;28684.34;8825.0;747357.57;141822.54
2014-08;Região de Saúde do Centro;Administração Regional de Saúde do Centro;40.2038193,-8.4212899;63980.63;50467.21;79813.92;44051.0;13426.0;59928.0;72839.71
2014-08;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919,-8.7707806;634.93;524.71;310.0;194.17;65.5;23855.5;804.46
2014-08;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015,-8.5933462;1.0;8.98;0.0;0.0;0.0;14469.23;8.98
2014-08;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967,-8.6318023;435.0;1027.0;518.0;242.0;88.0;18678.0;1296.0
2014-08;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916,-7.2734793;38070.67;49280.42;39137.54;13350.09;4141.0;243287.94;68112.13
2014-09;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948,-9.1371248;90355.59;217125.98;113009.11;52287.32;17268.23;1503071.33;300382.06
2014-09;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754,-8.8818638;36923.7;63162.5;31747.52;17582.37;6353.25;400795.64;84905.0
2014-09;Região de Saúde LVT;Instituto Português do Sangue e da Transplantação, IP;38.7567758,-9.1505021;24363.12;30818.06;34918.18;11954.89;1750.8;103.9;32920.06
2014-09;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884,-8.5458794;88856.0;60839.0;32377.75;15930.25;6593.75;316666.75;82602.0
2014-09;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;20204.0;52912.61;26479.68;14862.2;5168.73;326355.6;69882.61
2014-09;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314,-8.6956768;24965.75;37150.08;16154.5;9359.0;2752.5;137175.92;48079.08
2014-09;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453,-8.6543716;18535.25;19063.5;18904.0;9058.0;3028.5;352785.78;30290.0
2014-09;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897,-8.8586755;4647.5;9121.0;6802.0;3063.0;607.0;101917.5;13903.0
2014-09;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;14335.0;22092.5;10992.5;8262.5;3254.0;66764.25;29691.0
2014-09;Região de Saúde LVT;Secretaria-Geral do Ministério da Saúde;38.7362218,-9.1463126;4851.5;3586.16;0.0;76.0;0.0;0.0;3586.16
2014-10;Região de Saúde LVT;Administração Central do Sistema de Saúde, IP;38.7569402,-9.1494097;1609.55;561.39;11.0;11.0;1.98;0.0;561.39
2014-10;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454,-9.216985;37206.62;101236.5;67103.75;29589.93;9200.5;858087.39;149482.75
2014-10;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;37484.79;70911.96;52822.28;35169.97;10393.5;561088.91;116063.89
2014-10;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;24274.66;50621.12;25504.28;11908.11;5751.8;266363.37;64930.96
2014-10;Região de Saúde LVT;Instituto Nacional de Saúde Dr. Ricardo Jorge, IP;38.7643827,-9.1663422;1679.52;19.32;57.23;-22.9;0.84;0.0;19.32
2014-10;Região de Saúde Norte;Administração Regional Saúde Norte, IP;41.1576361,-8.6066408;150161.37;73386.2;98812.95;52553.25;16241.98;87346.34;90596.25
2014-10;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;22675.0;58665.61;30261.68;16734.37;5752.73;362228.95;77873.61
2014-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;37435.64;66728.18;41843.79;40065.38;6508.75;255888.84;94354.93
2014-10;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;17502.72;31142.38;22930.61;12174.31;3052.42;278834.43;46226.38
2014-10;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967,-8.6318023;513.0;1206.0;654.0;297.0;108.0;22779.0;1539.0
2014-11;Região de Saúde LVT;Administração Regional Saúde Lisboa Vale Tejo, IP;38.7490091,-9.1417844;101050.57;43658.12;52471.11;47132.75;7703.58;46764.64;50024.1
2014-11;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754,-8.8818638;45389.7;78234.5;40442.52;21480.87;8039.25;482531.64;105122.0
2014-11;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;196896.95;315052.15;162801.517;73094.55;23775.318;1454265.806;409756.905
2014-11;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;26564.43;55807.59;27903.87;12912.94;5751.8;291599.94;71333.93
2014-11;Região de Saúde LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793,-9.144249;7.0;22.0;12.0;7.0;0.0;2339.14;22.0
2014-11;Região de Saúde LVT;Instituto Nacional de Saúde Dr. Ricardo Jorge, IP;38.7643827,-9.1663422;1911.75;26.8;75.05;-14.68;0.84;0.0;26.8
2014-11;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;40569.03;86401.43;35688.71;17650.5;7268.46;597182.37;113750.6
2014-11;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138,-8.5972617;36779.83;110241.1;41017.5;18592.25;7373.5;766914.34;144246.85
2014-11;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;72688.95;155731.38;64137.85;30962.12;9955.0;1398105.97;201139.41
2014-11;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;17804.83;50527.17;24779.75;6442.91;3241.83;427060.53;68123.75
2014-11;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve;37.0238973,-7.9281554;93721.56;149071.3;92296.01;40304.84;10865.0;1016725.6;203547.01
2014-11;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919,-8.7707806;1519.43;599.21;362.5;285.67;113.0;33772.0;922.96
2014-11;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916,-7.2734793;56722.67;71405.67;59793.7;19004.34;5040.83;334497.02;98556.63
2014-12;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;19837.0;49952.25;23208.0;10594.8;2557.0;436886.58;66742.75
2014-12;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;28437.45;48055.9;30557.5;14799.5;3296.25;401706.84;70652.15
2014-12;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;80192.45;171573.38;70126.28;33600.12;9955.0;1526723.59;220758.91
2014-12;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;26379.25;70465.11;36260.68;19916.87;5752.73;435090.66;92983.61
2014-12;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;37989.73;74916.45;47900.32;29512.32;4909.75;357587.92;104474.14
2014-12;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve;37.0238973,-7.9281554;103584.87;164642.05;100333.59;43873.84;10905.5;1113652.91;223332.26
2014-12;Região de Saúde do Centro;Administração Regional de Saúde do Centro;40.2038193,-8.4212899;97719.62;77317.02;119803.42;66582.0;16299.5;91739.5;110723.52
2014-12;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;21286.89;37131.14;27850.78;14962.48;3419.42;333413.96;55401.39
2014-12;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453,-8.6543716;23996.22;24994.63;24913.37;11939.83;3043.0;462207.52;39369.13
2014-12;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967,-8.6318023;632.0;1516.0;806.0;352.0;108.0;27233.0;1908.0
2014-12;Região de Saúde LVT;Sv. Interv. Comportamentos Aditivos e Dependências;38.7653399,-9.1611815;1865.6;827.9;0.0;53.15;7.05;0.0;827.9
2015-01;Região de Saúde LVT;Administração Central do Sistema de Saúde, IP;38.7569402,-9.1494097;173.5;31.96;0.0;0.0;0.0;0.0;31.96
2015-01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;1630.59;3867.5;2155.0;822.41;0.0;35125.83;5218.91
2015-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454,-9.216985;3933.5;9927.5;8301.0;3534.25;0.0;83645.92;15094.25
2015-01;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754,-8.8818638;4034.0;6840.0;4569.5;2380.5;0.0;41902.0;9389.0
2015-01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;2232.75;3635.0;2915.0;1549.45;0.0;35872.54;5718.5
2015-01;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;2915.42;5087.53;3255.67;1639.63;0.0;25436.24;6611.35
2015-01;Região de Saúde LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793,-9.144249;5.0;0.0;0.0;7.0;0.0;303.92;0.0
2015-01;Região de Saúde LVT;Instituto Português do Sangue e da Transplantação, IP;38.7567758,-9.1505021;2377.37;3444.6;4201.6;1618.27;280.18;0.0;3719.62
2015-01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138,-8.5972617;3396.5;10245.5;4478.25;2005.0;0.0;67766.0;13629.5
2015-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;6724.8;8588.5;6891.52;3742.71;1744.25;30878.11;13040.2
2015-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;2071.5;5722.5;3780.51;1927.5;0.0;35803.13;7798.0
2015-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123,-7.8721227;4178.0;3896.0;4221.5;1969.5;0.0;22991.19;5582.5
2015-01;Região de Saúde do Centro;Administração Regional de Saúde do Centro;40.2038193,-8.4212899;9108.02;6387.42;11653.75;6557.17;0.0;6511.5;9287.42
2015-01;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;1327.5;1796.25;1826.0;825.0;10.5;49230.65;2883.75
2015-01;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;2183.3;3059.25;1821.0;1342.5;0.0;9487.8;4194.25
2015-01;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916,-7.2734793;5258.25;6712.83;6727.0;2137.83;546.25;30984.0;9731.33
2015-01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;2335.75;6633.58;3406.5;1654.0;74.0;21009.0;8755.08
2015-01;Região de Saúde LVT;Instituto Nacional de Emergência Médica;38.7313954,-9.1447467;7152.64;4646.52;4010.43;4510.93;1374.98;6018.0;4979.02
2015-01;Região de Saúde LVT;Sv. Interv. Comportamentos Aditivos e Dependências;38.7653399,-9.1611815;151.0;73.5;14.0;16.0;0.0;0.0;73.5
2015-02;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;6810.0;13992.46;9639.48;6467.48;3322.0;114038.38;23012.42
2015-02;Região de Saúde LVT;Instituto Português do Sangue e da Transplantação, IP;38.7567758,-9.1505021;4784.23;6807.63;8071.15;2751.78;360.18;0.0;7339.08
2015-02;Região de Saúde Norte;Administração Regional Saúde Norte, IP;41.1576361,-8.6066408;34795.64;14917.16;19782.65;10582.64;4358.88;14666.56;18390.0
2015-02;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;3023.85;4980.19;2252.42;956.79;446.93;48347.39;6705.6
2015-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314,-8.6956768;4673.2;8220.0;4117.5;2526.5;846.0;31590.0;11167.5
2015-02;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve;37.0238973,-7.9281554;18502.43;27009.89;17691.05;7788.46;2839.5;191266.64;37123.08
2015-02;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453,-8.6543716;3507.78;3939.0;3775.9;2101.5;818.5;82599.55;6406.5
2015-02;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;2677.75;3845.25;3521.0;1547.5;433.0;100175.15;6140.25
2015-02;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364,-8.0827433;6323.25;10502.48;7434.18;3755.67;1763.0;111276.01;15552.73
2015-02;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967,-8.6318023;126.0;264.0;132.5;70.0;56.0;4397.5;360.0
2015-03;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;7536.75;15370.49;7819.05;4375.76;1401.23;121134.77;20933.53
2015-03;Região de Saúde LVT;Instituto Português do Sangue e da Transplantação, IP;38.7567758,-9.1505021;7392.63;10072.56;11560.81;3866.31;360.18;81.22;10802.49
2015-03;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;6167.5;13696.5;11372.3;1789.0;1421.0;115042.17;19619.0
2015-03;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;8189.15;9215.45;5603.23;6153.18;715.48;113876.76;13969.63
2015-03;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;1403.5;1445.5;1438.0;741.5;131.5;31161.37;2342.5
2015-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;10176.56;18998.87;12245.13;9174.59;3017.33;74282.16;28261.82
2015-03;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919,-8.7707806;703.0;41.0;54.5;63.5;4.0;9356.5;63.5
2015-03;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967,-8.6318023;201.0;420.0;188.5;103.0;72.0;6641.0;549.0
2015-03;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;7089.25;19789.18;8696.1;4472.53;2094.0;66030.0;26088.51
2015-03;Região de Saúde LVT;Secretaria-Geral do Ministério da Saúde;38.7362218,-9.1463126;1812.0;769.92;0.0;0.0;0.0;0.0;769.92
